OBJECTID,ID,ADDRESS,TERMINAL_NUMBER,LATITUDE,LONGITUDE,INSTALLED,LOCKED,INSTALL_DATE,REMOVAL_DATE,TEMPORARY_INSTALL,NUMBER_OF_BIKES,NUMBER_OF_EMPTY_DOCKS,X,Y,SE_ANNO_CAD_DATA
134705292,402,2nd St & Massachusetts Ave NE,31641,38.894972,-77.003135,YES,NO,,,NO,9,14,399728.03881641,136347.15809919,
134705293,403,Radford & Osage St,31908,38.828437,-77.086031,YES,NO,,,NO,13,10,392529.85317524,128964.8036433,
134705294,404,East Falls Church Metro/Sycamore St & 19th St N,31904,38.884859,-77.155988,YES,NO,,,NO,12,6,386466.13262254,135236.09428263,
134705295,405,Kennebec St & 11th St N,31905,38.880992,-77.135271,YES,NO,,,NO,10,5,388262.94832495,134803.96063251,
134705296,406,Commonwealth Ave & Oak St,31906,38.812711,-77.061715,YES,NO,,,NO,8,11,394640.05213358,127217.4065506,
134705297,407,Commonwealth & E Monroe Ave,31913,38.820058,-77.062821,YES,NO,,,NO,6,9,394544.55728453,128033.03642625,
134705298,408,4th St & Madison Dr NW,31288,38.890493,-77.017253,YES,NO,,,NO,8,11,398503.20865538,135850.09061145,
134705299,409,Henry Bacon Dr & Lincoln Memorial Circle NW,31289,38.890544,-77.049379,YES,NO,,,NO,1,18,395716.10712295,135856.76917174,
134705300,410,17th St & Independence Ave SW,31290,38.888097,-77.038325,YES,NO,,,NO,3,16,396674.98675895,135584.67242635,
134705301,411,Franklin & S Washington St,31907,38.798133,-77.0487,YES,NO,,,NO,11,8,395769.54149325,125598.47353608,
134705302,412,Mount Vernon Ave & Four Mile Run Park,31909,38.843422,-77.064016,YES,NO,,,NO,7,8,394442.60095851,130626.66931776,
134705303,413,New Jersey Ave & L St NW,31642,38.903598,-77.01397,YES,NO,,,NO,11,12,398788.24933635,137304.80117123,
134705304,414,Mount Vernon Ave & Bruce St,31912,38.841291,-77.063093,YES,NO,,,NO,7,8,394522.56553515,130390.05783003,
134705305,415,Lee Center,31914,38.797557,-77.053766,YES,NO,,,NO,9,6,395329.43195741,125534.78097568,
134705306,416,Powhatan St & Bashford Ln,31915,38.818748,-77.047783,YES,NO,,,NO,7,8,395850.39700673,127886.82678479,
134705307,417,Potomac & Swann Ave,31916,38.829545,-77.047844,YES,NO,,,NO,10,9,395845.72775465,129085.36771264,
134705308,418,14th & Irving St NW,31124,38.928552,-77.032224,YES,NO,,,NO,13,18,397205.88456877,140075.30373809,
134705309,419,16th & K St NW,31291,38.90268,-77.035737,YES,NO,,,NO,8,15,396900.15104952,137203.40979111,
134705310,420,Wisconsin Ave & Brandywine St NW,31319,38.949813,-77.080217,YES,NO,,,NO,7,17,393046.52732614,142438.02422189,
134705311,421,24th & R St NE / National Arboretum,31520,38.91263,-76.971923,YES,NO,,,NO,13,6,402435.07623743,138307.70879166,
134705312,422,Division Ave & Foote St NE,31713,38.897407,-76.925907,YES,NO,,,NO,7,8,406427.34608733,136620.06609604,
134705313,423,16th & Q St SE / Anacostia HS,31812,38.870695,-76.982359,YES,NO,,,NO,12,11,401530.8771481,133652.36788743,
134705314,424,Spring Hill Metro,32200,38.929261,-77.240654,YES,NO,,,NO,6,9,379133.32906395,140181.01997978,
134705315,425,Westpark Dr & Leesburg Pike,32201,38.92403,-77.235955,YES,NO,,,NO,8,3,379539.26898978,139599.2725456,
134705316,426,Solutions & Greensboro Dr,32202,38.923116,-77.232108,YES,NO,,,NO,3,8,379872.60115444,139496.95590077,
134705317,429,Westpark & Jones Branch Dr,32205,38.924437,-77.217664,YES,NO,,,NO,6,5,381125.46936865,139640.51216859,
134705318,430,Jones Branch & Westbranch Dr,32206,38.931911,-77.219261,YES,NO,,,NO,9,4,380988.98002738,140470.51937627,
134705319,431,Westpark & Park Run Dr,32207,38.928919,-77.225394,YES,NO,,,NO,4,7,380456.39941172,140139.67762131,
134705320,432,Tysons West Transit Center,32208,38.932636,-77.231825,YES,NO,,,NO,5,6,379899.82535415,140553.69184941,
134705321,434,Town Center Pkwy & Bowman Towne Dr,32210,38.962524,-77.361902,YES,NO,,,NO,8,6,368634.8195974,143908.17868719,
134705322,435,Reston Regional Library,32211,38.962095,-77.358815,YES,NO,,,NO,8,7,368902.1739327,143859.49993933,
134705323,436,New Dominion Pkwy & Fountain Dr,32212,38.960574,-77.356324,YES,NO,,,NO,6,9,369117.40410412,143689.81045718,
134705324,437,Sunset Hills & Old Reston Ave,32213,38.955079,-77.351649,YES,NO,,,NO,9,6,369520.23453313,143078.24814447,
134705325,438,Reston Town Center Transit Station,32214,38.957037,-77.359718,YES,NO,,,NO,10,7,368821.70051475,143298.32745781,
134705326,439,1st & D St SE,31643,38.884916,-77.005965,YES,NO,,,NO,8,11,399482.46343538,135230.87572136,
134705327,440,Reston Station,32215,38.948363,-77.338119,YES,NO,,,NO,10,24,370690.20310024,142328.28566882,
134705328,441,Library St & Freedom Dr,32216,38.959633,-77.358741,YES,NO,,,NO,15,4,368907.51332443,143586.17197497,
134705329,443,22nd St & Constitution Ave NW,31292,38.892441,-77.048947,YES,NO,,,NO,6,17,395753.69834411,136067.33084543,
134705330,444,61st St & Banks Pl NE,31714,38.891805,-76.913563,YES,NO,,,NO,8,11,407498.73967816,135999.14156768,
134705331,445,Temporary Rd & Old Reston Ave,32218,38.960084,-77.353414,YES,NO,,,NO,9,6,369369.40191424,143634.4358956,
134705332,446,Reston YMCA,32219,38.955314,-77.368416,YES,NO,,,NO,9,6,368067.03974401,143110.06678211,
134705333,448,N Lynn St & Fairfax Dr,31917,38.89386,-77.070862,YES,NO,,,NO,4,11,393852.62779737,136226.09856392,
134705334,450,Greensboro & International Dr,32221,38.923083,-77.227417,YES,NO,,,NO,7,4,380279.37434818,139492.26880639,
134705335,451,Madison & Fairfax St,31918,38.812351,-77.040691,YES,NO,,,NO,14,1,396465.96860825,127176.42009605,
134705336,452,Sligo Ave & Carroll Ln,32058,38.990874,-77.016311,YES,NO,,,NO,8,7,398586.92327584,146993.256491,
134705337,454,12th St & Pennsylvania Ave SE,31644,38.882489,-76.990121,YES,NO,,,NO,13,6,400857.15299711,134961.48951302,
